,Unnamed: 0,Line,Keyword_1,Keyword_2,Keyword_3,Keyword_4,Keyword_5,Keyword_6,Keyword_7,Keyword_8,Keyword_9,Keyword_10
600,601,600,Black serp,Dark green veins,Waxy green,White cross-cutting,Hydrothermal zone,Pxite,Structural offsets,Shearing,Red brown Pxite,Locally green patches
601,602,601,Veins,Serpentine,Magmatic intrusions,Alteration,Hydrothermal areas,Harzburgite,Offset,Patches,Plagioclase,Fibrous
602,603,602,Serpentine,Veins,Gabbro,Shearing,Offset,Harzburgite,Plagioclase,Porphyritic,Patches,Minerals
603,604,603,Veins,Sheared,Core,Offsets,Harzburgite,Serpentine,Black,Green/Blue,Red Dotted,Heavy
604,605,604,Black,green,veins,sheared,harzburgite,gabbro,pxite,serp,plag,brown
605,606,605,Color variation,Serpentine veins,White veins,Branching,Sheared zone,Harzburgite,Hydrothermalised brecchia,Melanocratic,Alteration,Green shade
606,607,606,Black serpentine,Harzburgite,MBIO,Numerous,Pxites,Crosscutting,Hzbg,Outcrop,Offsets,Obvious
607,608,607,Serpentine veins,White veins,Sheared,Harzburgite,Pxites,Outcore offsets,Bulk serpentine,Brown pyroxene,Green patches,Crosscutting veins
608,609,608,Serpentine,Veins,Harzburgite,Pxites,Outcore offsets,Green,Brown,Blue,Crosscutting,Network
609,610,609,Green to white serp veins,Black serp veins with green borders,High disruption below 48cm,Serpentinized harz,Poor opx patch from 6 to 14 cm,Extensive alteration from 19 to 28cm and 38 to 85cm,Fine black serp vein network,Brownish grainy patches at 23 to 28cm and 39 to 44cm,Waxy green serpentinite,Blue-green patches
610,611,610,Large white serp patch,31 to 38 cm,Difficult,Hydrothermalized,Highly disrupted,Black serp harzburgite,Pyroxenite,45-51cm,Highly altered,Waxy green pyroxene
611,612,611,Black serp veins,Green halos,Waxy green serp veins,Pyroxenite,Serpentinite vein,Highly altered harz,Disrupted pyroxenite layer,Fine black serp vein network,Large waxy green serpentine patches,Brownish patches
612,613,612,Serp veins,Leucocratic veins,Pyroxenite vein,Brecciated,High angle,Thin veins,Brown material,Black serp,White veinlets,White patches
613,614,613,Black,Serp harz,Thick,Vertical,Leucocratic,Traverses,Hydrothermalized,Zone,Highly,18cm
614,615,614,Vein families,Black and white,Serpentine,Pyroxene-poor,Pyroxene-rich,Pyroxenite veins,Hydrothermalism,Alteration,Disruption,Core
615,616,615,Large veins,Concentrated,Serpentine,Pyroxenite,Alternating zones,Rich,Poor,Waxy,Green,Patch
616,617,616,Veins,Concentrated,Carbonate,Serpentine,Gabbro,Pyroxenites,Moderately dipping,Coarse-grained,Poor zone,Depth
617,618,617,Vein,Black serp,Olivine,Microgabbro,Border,Pyroxenite,Croscutting,Pyroxene-rich,Zone,Alternating
618,619,618,Veins,Abundant,Complex zone,Black serp harz,Pyroxenite veins,Moderate to high angle,Top of section,Mineralogy,Geological feature,Sectional position
619,620,619,Black,Serp,Harz,Microbio,Sample,Pxenites,Fine-grained,Small area,Main,Vein
620,621,620,Black,Serp,Harzb,Hydrothermalized,Btwn,53-66cm,Mineralization,Chemical composition,Geology,Exploration
621,622,621,Veins,Abundant,Below,Vertical,Offsets,Black serp harzburgite,Crosscutting,Fine-grained,Microgabbro,Gabbroic/pxenitic
622,623,622,Veins,Zone,Intensity,Serpentine,Harzburgite,Igneous,Hydrothermal,Gabbro,Wehrlite,Pyroxenite
623,624,623,veins,serp harz,gabbro,hydrothermal,perturbed zone,pyroxenite,microgabbro,offset,dunitic zone,0
624,625,624,white hydrothermal veins,black serp harz,disruption,leucocratic vein,microgabbro,pyroxenite,alteration,gabbroic vein,intrusions,vertical
625,626,625,Black serp harz,Massive,Pyroxenite,"28-31cm, 33-35cm, and 58cm",2 small microgabbros,60-66cm and 65-67cm,Section cracked,Below 50 cm veins,Disruption,Common
626,627,626,Veins,Size,Mineral composition,Black serpentine,Harzburgite,Igneous,Hydrothermal,Leucocratic patches,Depth,Mineralization characteristics
627,628,627,Breccia,Black,Serp,Harzb,Pxenites,Coarse grain,Offset,Gabbro,8-51 cm,56-69 cm
628,629,628,Striations,Top,Black,Serpentine,Perturbed,Altered,Identification,Igneous,Features,Difficulty
629,630,629,Subvertical,Waxy-green,Serp vein,Striations,Black serp dunite,Magnetite,Pexenite veins,Olivine,Cut,Perturbed
630,631,630,Black serp,Poor-px,Hzb,Px-rich,Dunitic,Sheared,Green serp,Pxnite,Fine black serp vein network,Bulk
631,632,631,network,veins,pxnite,serp,altered,offset,black,white,waxy green,bulk.
632,633,632,Carbonate,Dunitic,Striations,Serpentine,Hydrothermalized,Veins,Bulk,Fine,Pxnite,Network
633,634,633,Serpentine,Small veins,Waxy green,Subvertical,Striations,Taped,Black serp px-poor hzb,Bulk and veins,Fine black serp vein network,Section
634,635,634,Microbio sample,Black serpentine,Disturbed section,Large vein,Gabbroic,Highly altered,Crosscutting,Offset,Fine network,Bulk
635,636,635,Black,Serpentine,Hydrothermalized,Gabbroic vein,Disruption,Bulk,Fine,Network,Section,Veins
636,637,636,Disturbed,Hydrothermalized,Altered gabbroic vein,Highly altered leucocratic vein,Serp,Network,Gabbroic,Leucocratic,Bulk,Formation
637,638,637,network,black serpentine veins,disturbing,gabbroic,pyroxenite,bulk,fine,depth,association,zone.
638,639,638,Black serp veins,highly disturbed zone,hydrothermal vein,pxnite veins,network,0,0,0,0,0
639,640,639,Black serpentine,Melanocratic vein,Pxinite vein,Offset,Highly serpentine,Zone,Bulk,Veins,Network,Fine
640,641,640,minor carbonate,veins,dunitic patch,serpentine,hydrothermal vein,gabbroic vein,altered,pxnite zone,bulk,network
641,642,641,Black serp veins,Melanocratic zone,Pxnite veins,Subvertical,Dunitic zone,Crosscutting,Green serp veins,Fine network,Bulk serp,Depth variation
642,643,642,Serp,Hzb,Melanocratic,Pxnite,Veins,Green,Altered,Hydrothermal,Bulk,Fine
643,644,643,intense black,serpentine veins,straight,layered,brecciated,fine,network,associated,lower zone,bulk
644,645,644,Background,Black,Serp,Veins,Pxnite,23-28cm,33-35cm,Subvertical,Melanocratic zone,Crosscutting
645,646,645,Green serp veins,Black serp hzb,Pxnite veins,Melanocratic zone,Altered gabbroic vein,Sheared gabbroic vein,Hydrothermal vein,Subvertical,Background black serp veins,Strangely straight
646,647,646,Black serpentine,Dunitic patch,Pxinite vein,Melanocratic vein,Altered gabbroic veins,Hydrothermal vein,Subvertical,Fine black serpentine vein network,Serpentinization,Mineral alteration
647,648,647,Microbio sample,Black serp,Pxnite vein,Crosscut,Offset,Serp veins,Leucocratic patches,Serp in bulk,Fine black serp vein network,Disturbed top
648,649,648,Black serpentine,veins,thin,bulk,fine network,57-62cm,1mm,70cm,2-3mm,top and below
649,650,649,black serp,hydrothermally altered,brecciated,pxnite-rich,leucocratic-patch zone,network,veins,fine,bulk,20cm
650,651,650,Black serp,hzb finishing,px-poor,zone below 20cm,finite vein,39-45cm,several black serp veins,above 20cm,pxnite vein,9-19cm
651,652,651,Black serp,hzb,dunitic zone,magmatic veins,altered,gabbroic vein,serp vein,highly serp,pxenites,microgabbros
652,653,652,Black,Serpentine,Altered,Thin,Pyroxene,Vein,Top,Bulk,Fine,Network
653,654,653,black serp dunite,offset microgabbroic vein,small px-patches,large black serp veins,thin white vein network,20cm,fine black serp vein networ,0,0,0
654,655,654,microgabbro,alteration,white veins,crosscutting,serp,fine black serp vein network,depth,bulk,texture,mineral
